where,cue,feature,translated,frequency_feature,frequency_translated,n,normalized_feature,normalized_translated,pos_cue,pos_feature,pos_translated,a1,a2,a3,FSG,BSG,word_list,school_code
b,ape,animal,animal,21,23,87,24.13793103,26.43678161,noun,noun,noun,0,0,0,0.041,0,wl18b,3
b,ape,animals,animal,2,23,87,2.298850575,26.43678161,noun,noun,noun,numbers,0,0,0.041,0,wl18b,3
b,ape,hair,hair,2,23,87,2.298850575,26.43678161,noun,noun,noun,0,0,0,NA,NA,wl18b,3
b,ape,haired,hair,1,23,87,1.149425287,26.43678161,noun,adjective,noun,past_tense,0,0,NA,NA,wl18b,3
b,ape,hairier,hair,1,23,87,1.149425287,26.43678161,noun,adjective,noun,magnitude,0,0,NA,NA,wl18b,3
b,ape,hairy,hair,19,23,87,21.83908046,26.43678161,noun,adjective,noun,characteristic,0,0,0.048,0.107,wl18b,3
b,ape,human,human,12,23,87,13.79310345,26.43678161,noun,adjective,adjective,0,0,0,NA,NA,wl18b,3
b,ape,humans,human,11,23,87,12.64367816,26.43678161,noun,noun,adjective,numbers,0,0,NA,NA,wl18b,3
b,ape,monkey,monkey,37,39,87,42.52873563,44.82758621,noun,noun,noun,0,0,0,0.459,0.174,wl18b,3
b,ape,monkeys,monkey,2,39,87,2.298850575,44.82758621,noun,noun,noun,numbers,0,0,0.459,0.174,wl18b,3
b,ape,zoo,zoo,12,17,87,13.79310345,19.54022989,noun,noun,noun,0,0,0,NA,NA,wl18b,3
b,ape,zoos,zoo,5,17,87,5.747126437,19.54022989,noun,noun,noun,numbers,0,0,NA,NA,wl18b,3
b,apology,feel,feel,2,15,53,3.773584906,28.30188679,noun,verb,verb,0,0,0,NA,NA,wl8,1
b,apology,feeling,feel,10,15,53,18.86792453,28.30188679,noun,noun,verb,present_participle,0,0,NA,NA,wl8,1
b,apology,feelings,feel,2,15,53,3.773584906,28.30188679,noun,noun,verb,numbers,0,0,NA,NA,wl8,1
b,apology,feels,feel,1,15,53,1.886792453,28.30188679,noun,verb,verb,third_person,0,0,NA,NA,wl8,1
b,apology,forgive,forgive,1,14,53,1.886792453,26.41509434,noun,verb,verb,0,0,0,0.065,0,wl8,1
b,apology,forgiveness,forgive,10,14,53,18.86792453,26.41509434,noun,noun,verb,characteristic,0,0,0.065,0,wl8,1
b,apology,forgiving,forgive,3,14,53,5.660377358,26.41509434,noun,verb,verb,present_participle,0,0,0.065,0,wl8,1
b,apology,mistake,mistake,10,12,53,18.86792453,22.64150943,noun,noun,noun,0,0,0,0.019,0,wl8,1
b,apology,mistaken,mistake,1,12,53,1.886792453,22.64150943,noun,adjective,noun,characteristic,0,0,0.019,0,wl8,1
b,apology,mistakes,mistake,1,12,53,1.886792453,22.64150943,noun,noun,noun,numbers,0,0,0.019,0,wl8,1
b,apology,regret,regret,8,10,53,15.09433962,18.86792453,noun,verb,verb,0,0,0,0.013,0,wl8,1
b,apology,regrets,regret,1,10,53,1.886792453,18.86792453,noun,verb,verb,third_person,0,0,0.013,0,wl8,1
b,apology,regretting,regret,1,10,53,1.886792453,18.86792453,noun,verb,verb,present_participle,0,0,0.013,0,wl8,1
b,apology,say,say,6,14,53,11.32075472,26.41509434,noun,verb,verb,0,0,0,NA,NA,wl8,1
b,apology,saying,say,8,14,53,15.09433962,26.41509434,noun,verb,verb,present_participle,0,0,NA,NA,wl8,1
b,apology,sorry,sorry,33,33,53,62.26415094,62.26415094,noun,adjective,adjective,0,0,0,0.578,0.212,wl8,1
b,apology,wrong,wrong,21,26,53,39.62264151,49.05660377,noun,adjective,adjective,0,0,0,0.032,0,wl8,1
b,apology,wrongdoing,wrong,2,26,53,3.773584906,49.05660377,noun,noun,adjective,actions_process,0,0,0.032,0,wl8,1
b,apology,wronged,wrong,1,26,53,1.886792453,49.05660377,noun,noun,adjective,past_tense,0,0,0.032,0,wl8,1
b,apology,wrongful,wrong,1,26,53,1.886792453,49.05660377,noun,adjective,adjective,characteristic,0,0,0.032,0,wl8,1
b,apology,wrongs,wrong,1,26,53,1.886792453,49.05660377,noun,noun,adjective,numbers,0,0,0.032,0,wl8,1
b,appeal,ask,ask,8,10,30,26.66666667,33.33333333,noun,verb,verb,0,0,0,0.021,0,mturk2,5
b,appeal,asking,ask,2,10,30,6.666666667,33.33333333,noun,verb,verb,present_participle,0,0,0.021,0,mturk2,5
b,appeal,attractive,attract,5,6,30,16.66666667,20,noun,adjective,verb,characteristic,0,0,0.055,0,mturk2,5
b,appeal,attractiveness,attract,1,6,30,3.333333333,20,noun,noun,verb,characteristic,characteristic,0,0.041,0,mturk2,5
b,appeal,desirable,desire,2,4,30,6.666666667,13.33333333,noun,adjective,noun,characteristic,0,0,NA,NA,mturk2,5
b,appeal,desire,desire,2,4,30,6.666666667,13.33333333,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,appeal,likable,like,3,8,30,10,26.66666667,noun,adjective,other,actions_process,0,0,0.137,0,mturk2,5
b,appeal,likeness,like,1,8,30,3.333333333,26.66666667,noun,noun,other,characteristic,0,0,0.137,0,mturk2,5
b,appeal,likes,like,1,8,30,3.333333333,26.66666667,noun,verb,other,third_person,0,0,0.137,0,mturk2,5
b,appeal,liking,like,1,8,30,3.333333333,26.66666667,noun,noun,other,present_participle,0,0,0.137,0,mturk2,5
b,appeal,like,like,2,8,30,6.666666667,26.66666667,verb,verb,verb,0,0,0,0.137,0,mturk2,5
b,appeal,request,request,7,7,30,23.33333333,23.33333333,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,appear,look,look,6,6,76,7.894736842,7.894736842,verb,verb,verb,0,0,0,0.067,0,wl12,3
b,appear,magic,magic,5,9,76,6.578947368,11.84210526,verb,noun,noun,0,0,0,NA,NA,wl12,3
b,appear,magical,magic,1,9,76,1.315789474,11.84210526,verb,adjective,noun,characteristic,0,0,NA,NA,wl12,3
b,appear,magician,magic,2,9,76,2.631578947,11.84210526,verb,noun,noun,person_object,0,0,NA,NA,wl12,3
b,appear,magicians,magic,1,9,76,1.315789474,11.84210526,verb,noun,noun,person_object,numbers,0,NA,NA,wl12,3
b,appear,see,see,21,26,76,27.63157895,34.21052632,verb,verb,verb,0,0,0,0.15,0,wl12,3
b,appear,seeing,see,2,26,76,2.631578947,34.21052632,verb,verb,verb,present_participle,0,0,0.15,0,wl12,3
b,appear,seen,see,3,26,76,3.947368421,34.21052632,verb,verb,verb,past_tense,0,0,0.15,0,wl12,3
b,appear,show,show,9,10,76,11.84210526,13.15789474,verb,verb,verb,0,0,0,0.067,0,wl12,3
b,appear,showing,show,1,10,76,1.315789474,13.15789474,verb,verb,verb,present_participle,0,0,0.067,0,wl12,3
b,appear,up,up,10,10,76,13.15789474,13.15789474,verb,other,other,0,0,0,NA,NA,wl12,3
b,appearance,apparently,appear,1,7,30,3.333333333,23.33333333,noun,adjective,verb,characteristic,0,0,NA,NA,mturk2,5
b,appearance,appear,appear,2,7,30,6.666666667,23.33333333,noun,verb,verb,0,0,0,NA,NA,mturk2,5
b,appearance,appearances,appear,1,7,30,3.333333333,23.33333333,noun,noun,verb,characteristic,numbers,0,NA,NA,mturk2,5
b,appearance,appearing,appear,1,7,30,3.333333333,23.33333333,noun,verb,verb,present_participle,0,0,NA,NA,mturk2,5
b,appearance,appears,appear,2,7,30,6.666666667,23.33333333,noun,verb,verb,numbers,0,0,NA,NA,mturk2,5
b,appearance,look,look,5,5,30,16.66666667,16.66666667,noun,verb,verb,0,0,0,NA,NA,mturk2,5
b,appearance,one,one,5,5,30,16.66666667,16.66666667,noun,adjective,adjective,0,0,0,NA,NA,mturk2,5
b,appearance,people,person,2,8,30,6.666666667,26.66666667,noun,noun,noun,numbers,0,0,NA,NA,mturk2,5
b,appearance,person,person,6,8,30,20,26.66666667,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,appearance,show,show,6,8,30,20,26.66666667,noun,verb,verb,0,0,0,0.02,0,mturk2,5
b,appearance,showing,show,1,8,30,3.333333333,26.66666667,noun,verb,verb,present_participle,0,0,0.02,0,mturk2,5
b,appearance,shows,show,1,8,30,3.333333333,26.66666667,noun,verb,verb,third_person,0,0,0.02,0,mturk2,5
b,appearance,up,up,6,6,30,20,20,noun,other,other,0,0,0,NA,NA,mturk2,5
b,appearance,way,way,10,10,30,33.33333333,33.33333333,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,appendage,arm,arm,11,18,30,36.66666667,60,noun,noun,noun,0,0,0,0.386,0,mturk2,5
b,appendage,arms,arm,7,18,30,23.33333333,60,noun,noun,noun,numbers,0,0,0.386,0,mturk2,5
b,appendage,attached,attach,9,11,30,30,36.66666667,noun,verb,verb,past_tense,0,0,0.014,0,mturk2,5
b,appendage,attaches,attach,1,11,30,3.333333333,36.66666667,noun,verb,verb,third_person,0,0,0.014,0,mturk2,5
b,appendage,bodies,body,1,8,30,3.333333333,26.66666667,noun,noun,noun,numbers,0,0,0.014,0,mturk2,5
b,appendage,body,body,7,8,30,23.33333333,26.66666667,noun,noun,noun,0,0,0,0.014,0,mturk2,5
b,appendage,finger,finger,1,5,30,3.333333333,16.66666667,noun,noun,noun,0,0,0,0.043,0,mturk2,5
b,appendage,fingers,finger,4,5,30,13.33333333,16.66666667,noun,noun,noun,numbers,0,0,0.043,0,mturk2,5
b,appendage,leg,leg,9,15,30,30,50,noun,noun,noun,0,0,0,0.086,0,mturk2,5
b,appendage,legs,leg,6,15,30,20,50,noun,noun,noun,numbers,0,0,0.086,0,mturk2,5
b,appendage,part,part,13,15,30,43.33333333,50,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,appendage,parts,part,2,15,30,6.666666667,50,noun,noun,noun,numbers,0,0,NA,NA,mturk2,5
b,appendage,reattached,attach,1,11,30,3.333333333,36.66666667,noun,verb,verb,time,past_tense,0,0.014,0,mturk2,5
v,apple,autumn,autumn,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,apple,big,big,1,1,20,5,5,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
m,apple,cider,cider,6,6,30,20,20,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,apple,core,core,6,6,30,20,20,noun,noun,noun,0,0,0,0.02,0.304,NA,NA
v,apple,crunch,crunch,3,3,20,15,15,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,apple,crunchy,crunch,11,11,30,36.66666667,36.66666667,noun,adjective,noun,characteristic,0,0,NA,NA,NA,NA
m,apple,delicious,delicious,7,7,30,23.33333333,23.33333333,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
b,apple,eat,eat,2,8,50,4,16,noun,noun,noun,0,0,0,0.013,0,wl3,1
m,apple,eat,eat,11,11,30,36.66666667,36.66666667,noun,noun,noun,0,0,0,0.013,0,NA,NA
v,apple,eat,eat,3,3,20,15,15,noun,noun,noun,0,0,0,0.013,0,NA,NA
b,apple,eaten,eat,1,8,50,2,16,noun,verb,noun,characteristic,0,0,0.013,0,wl3,1
b,apple,edible,eat,5,8,50,10,16,noun,adjective,noun,actions_process,0,0,0.013,0,wl3,1
b,apple,food,food,10,10,50,20,20,noun,noun,noun,0,0,0,0.02,0.011,wl3,1
v,apple,food,food,6,6,20,30,30,noun,noun,noun,0,0,0,0.02,0.011,NA,NA
b,apple,fruit,fruit,39,39,50,78,78,noun,noun,noun,0,0,0,0.154,0.223,wl3,1
m,apple,fruit,fruit,24,24,30,80,80,noun,noun,noun,0,0,0,0.154,0.223,NA,NA
v,apple,fruit,fruit,19,19,20,95,95,noun,noun,noun,0,0,0,0.154,0.223,NA,NA
m,apple,granny,granny,5,5,30,16.66666667,16.66666667,noun,noun,noun,0,0,0,NA,NA,NA,NA
b,apple,green,green,29,29,50,58,58,noun,adjective,adjective,0,0,0,0.027,0.014,wl3,1
m,apple,green,green,17,17,30,56.66666667,56.66666667,noun,adjective,adjective,0,0,0,0.027,0.014,NA,NA
v,apple,green,green,7,7,20,35,35,noun,adjective,adjective,0,0,0,0.027,0.014,NA,NA
b,apple,grow,grow,2,14,50,4,28,noun,verb,verb,0,0,0,NA,NA,wl3,1
m,apple,grow,grow,20,20,30,66.66666667,66.66666667,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,apple,grow,grow,8,8,20,40,40,noun,verb,verb,0,0,0,NA,NA,NA,NA
b,apple,grown,grow,5,14,50,10,28,noun,verb,verb,past_tense,0,0,NA,NA,wl3,1
b,apple,grows,grow,7,14,50,14,28,noun,verb,verb,third_person,0,0,NA,NA,wl3,1
v,apple,health,heal,7,7,20,35,35,noun,noun,verb,characteristic,0,0,NA,NA,NA,NA
b,apple,healthy,health,8,8,50,16,16,noun,adjective,noun,characteristic,0,0,NA,NA,wl3,1
m,apple,infested,infest,5,5,30,16.66666667,16.66666667,noun,verb,verb,past_tense,0,0,NA,NA,NA,NA
b,apple,juice,juice,2,17,50,4,34,noun,noun,noun,0,0,0,NA,NA,wl3,1
v,apple,juice,juice,4,4,20,20,20,noun,noun,noun,0,0,0,NA,NA,NA,NA
b,apple,juicy,juice,15,17,50,30,34,noun,adjective,noun,characteristic,0,0,NA,NA,wl3,1
m,apple,juicy,juice,10,10,30,33.33333333,33.33333333,noun,adjective,noun,characteristic,0,0,NA,NA,NA,NA
m,apple,nutritious,nutrition,7,7,30,23.33333333,23.33333333,noun,adjective,noun,characteristic,0,0,NA,NA,NA,NA
v,apple,peel,peel,2,2,20,10,10,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,apple,pick,pick,2,2,20,10,10,noun,verb,verb,0,0,0,NA,NA,NA,NA
b,apple,pie,pie,6,8,50,12,16,noun,noun,noun,0,0,0,0.074,0.228,wl3,1
v,apple,pie,pie,1,1,20,5,5,noun,noun,noun,0,0,0,0.074,0.228,NA,NA
b,apple,pies,pie,2,8,50,4,16,noun,noun,noun,numbers,0,0,0.074,0.228,wl3,1
m,apple,pies,pie,11,11,30,36.66666667,36.66666667,noun,noun,noun,numbers,0,0,0.074,0.228,NA,NA
v,apple,poison,poison,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
b,apple,red,red,45,45,50,90,90,noun,adjective,adjective,0,0,0,0.208,0,wl3,1
m,apple,red,red,26,26,30,86.66666667,86.66666667,noun,adjective,adjective,0,0,0,0.208,0,NA,NA
v,apple,red,red,16,16,20,80,80,noun,adjective,adjective,0,0,0,0.208,0,NA,NA
m,apple,round,round,8,8,30,26.66666667,26.66666667,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,apple,round,round,2,2,20,10,10,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,apple,school,school,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
b,apple,seed,seed,2,16,50,4,32,noun,noun,noun,0,0,0,0.013,0.017,wl3,1
v,apple,seed,seed,5,5,20,25,25,noun,noun,noun,0,0,0,0.013,0.017,NA,NA
b,apple,seeds,seed,14,16,50,28,32,noun,noun,noun,numbers,0,0,0.013,0.017,wl3,1
m,apple,seeds,seed,10,10,30,33.33333333,33.33333333,noun,noun,noun,numbers,0,0,0.013,0.017,NA,NA
v,apple,shine,shine,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
m,apple,skin,skin,6,6,30,20,20,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,apple,skin,skin,3,3,20,15,15,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,apple,small,small,1,1,20,5,5,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,apple,smell,smell,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,apple,smith,smith,5,5,30,16.66666667,16.66666667,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,apple,sour,sour,6,6,30,20,20,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,apple,sour,sour,1,1,20,5,5,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,apple,stem,stem,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
b,apple,sweet,sweet,8,8,50,16,16,noun,adjective,adjective,0,0,0,NA,NA,wl3,1
m,apple,sweet,sweet,10,10,30,33.33333333,33.33333333,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,apple,sweet,sweet,6,6,20,30,30,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,apple,taste,taste,3,3,20,15,15,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,apple,throw,throw,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
b,apple,tree,tree,9,19,50,18,38,noun,noun,noun,0,0,0,0.02,0,wl3,1
v,apple,tree,tree,11,11,20,55,55,noun,noun,noun,0,0,0,0.02,0,NA,NA
b,apple,trees,tree,10,19,50,20,38,noun,noun,noun,numbers,0,0,0.02,0,wl3,1
m,apple,trees,tree,20,20,30,66.66666667,66.66666667,noun,noun,noun,numbers,0,0,0.02,0,NA,NA
v,apple,white,white,1,1,20,5,5,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
m,apple,worm,worm,5,5,30,16.66666667,16.66666667,noun,noun,noun,0,0,0,0.034,0.024,NA,NA
b,apple,yellow,yellow,17,17,50,34,34,noun,adjective,adjective,0,0,0,NA,NA,wl3,1
m,apple,yellow,yellow,7,7,30,23.33333333,23.33333333,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,apple,yellow,yellow,3,3,20,15,15,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
b,appliance,electric,electric,3,9,30,10,30,noun,adjective,adjective,0,0,0,0.034,0.014,mturk2,5
b,appliance,electrical,electric,2,9,30,6.666666667,30,noun,adjective,adjective,characteristic,0,0,0.034,0.014,mturk2,5
b,appliance,electricity,electric,4,9,30,13.33333333,30,noun,noun,adjective,characteristic,0,0,0.034,0.014,mturk2,5
b,appliance,house,house,1,7,30,3.333333333,23.33333333,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,appliance,household,house,6,7,30,20,23.33333333,noun,noun,noun,person_object,0,0,0.02,NA,mturk2,5
b,appliance,item,item,3,5,30,10,16.66666667,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,appliance,items,item,2,5,30,6.666666667,16.66666667,noun,noun,noun,numbers,0,0,NA,NA,mturk2,5
b,appliance,kitchen,kitchen,8,9,30,26.66666667,30,noun,noun,noun,0,0,0,0.109,0.03,mturk2,5
b,appliance,kitchens,kitchen,1,9,30,3.333333333,30,noun,noun,noun,numbers,0,0,0.109,0.03,mturk2,5
b,appliance,machine,machine,8,8,30,26.66666667,26.66666667,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,appliance,refrigerator,refrigerate,5,5,30,16.66666667,16.66666667,noun,noun,verb,person_object,0,0,0.109,0,mturk2,5
b,appliance,stove,stove,7,8,30,23.33333333,26.66666667,noun,noun,noun,0,0,0,0.129,0,mturk2,5
b,appliance,stoves,stove,1,8,30,3.333333333,26.66666667,noun,noun,noun,numbers,0,0,0.129,0,mturk2,5
b,appliance,toaster,toast,7,7,30,23.33333333,23.33333333,noun,noun,noun,person_object,0,0,0.122,0,mturk2,5
b,appliance,tool,tool,4,6,30,13.33333333,20,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,appliance,tools,tool,2,6,30,6.666666667,20,noun,noun,noun,numbers,0,0,NA,NA,mturk2,5
b,appliance,washer,wash,1,5,30,3.333333333,16.66666667,noun,noun,noun,person_object,0,0,0.054,0,mturk2,5
b,appliance,washing,wash,4,5,30,13.33333333,16.66666667,noun,verb,noun,present_participle,0,0,NA,NA,mturk2,5
b,application,applications,apply,1,9,30,3.333333333,30,noun,noun,verb,numbers,0,0,0.055,NA,mturk2,5
b,application,applied,apply,1,9,30,3.333333333,30,noun,verb,verb,past_tense,0,0,0.055,NA,mturk2,5
b,application,apply,apply,3,9,30,10,30,noun,verb,verb,0,0,0,0.055,NA,mturk2,5
b,application,applying,apply,4,9,30,13.33333333,30,noun,verb,verb,present_participle,0,0,0.055,NA,mturk2,5
b,application,fill,fill,6,9,30,20,30,noun,verb,verb,0,0,0,NA,NA,mturk2,5
b,application,filled,fill,3,9,30,10,30,noun,verb,verb,past_tense,0,0,NA,NA,mturk2,5
b,application,form,form,7,7,30,23.33333333,23.33333333,noun,noun,noun,0,0,0,0.069,0.042,mturk2,5
b,application,job,job,13,13,30,43.33333333,43.33333333,noun,noun,noun,0,0,0,0.331,0,mturk2,5
b,application,paper,paper,3,5,30,10,16.66666667,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,application,papers,paper,1,5,30,3.333333333,16.66666667,noun,noun,noun,numbers,0,0,NA,NA,mturk2,5
b,application,paperwork,paper,1,5,30,3.333333333,16.66666667,noun,noun,noun,characteristic,0,0,NA,NA,mturk2,5
b,application,request,request,5,5,30,16.66666667,16.66666667,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,appraise,assess,assess,4,4,30,13.33333333,13.33333333,verb,verb,verb,0,0,0,0.011,NA,mturk2,5
b,appraise,estimate,estimate,5,5,30,16.66666667,16.66666667,verb,noun,noun,0,0,0,0.044,0,mturk2,5
b,appraise,find,find,4,4,30,13.33333333,13.33333333,verb,verb,verb,0,0,0,NA,NA,mturk2,5
b,appraise,valuate,value,1,19,30,3.333333333,63.33333333,verb,verb,noun,actions_process,0,0,0.222,0,mturk2,5
b,appraise,value,value,18,19,30,60,63.33333333,verb,noun,noun,0,0,0,0.222,0,mturk2,5
b,appraise,worth,worth,5,5,30,16.66666667,16.66666667,verb,adjective,adjective,0,0,0,0.028,0,mturk2,5
v,approach,action,act,5,5,20,25,25,noun,noun,noun,actions_process,0,0,NA,NA,NA,NA
v,approach,arrive,arrive,2,2,20,10,10,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,approach,awkward,awkward,1,1,20,5,5,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,approach,change,change,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,approach,close,close,8,8,20,40,40,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,approach,communicate,communicate,2,2,20,10,10,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,approach,contact,contact,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,approach,direction,direct,1,1,20,5,5,noun,noun,adjective,actions_process,0,0,NA,NA,NA,NA
v,approach,express,express,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,approach,feel,feel,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,approach,first,first,1,1,20,5,5,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,approach,foot,foot,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,approach,green,green,1,1,20,5,5,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,approach,humans,human,7,7,20,35,35,noun,noun,adjective,numbers,0,0,NA,NA,NA,NA
v,approach,idea,idea,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,approach,intentional,intent,1,1,20,5,5,noun,adjective,noun,actions_process,characteristic,0,NA,NA,NA,NA
v,approach,introduce,introduce,2,2,20,10,10,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,approach,move,move,12,12,20,60,60,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,approach,near,near,6,6,20,30,30,noun,other,other,0,0,0,NA,NA,NA,NA
v,approach,object,object,7,7,20,35,35,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,approach,observe,observe,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,approach,plane,plane,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,approach,position,position,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,approach,prepare,prepare,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,approach,purpose,purpose,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,approach,run,run,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,approach,slow,slow,2,2,20,10,10,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,approach,sneak,sneak,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,approach,sport,sport,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,approach,talk,talk,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,approach,toward,toward,8,8,20,40,40,noun,other,other,0,0,0,NA,NA,NA,NA
v,approach,try,try,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,approach,uncomfortable,comfort,1,1,20,5,5,noun,adjective,noun,not,actions_process,0,NA,NA,NA,NA
v,approach,walk,walk,11,11,20,55,55,noun,noun,noun,0,0,0,NA,NA,NA,NA
b,approval,accept,accept,1,11,30,3.333333333,36.66666667,noun,verb,verb,0,0,0,NA,NA,mturk2,5
b,approval,acceptance,accept,8,11,30,26.66666667,36.66666667,noun,noun,verb,characteristic,0,0,0.026,NA,mturk2,5
b,approval,accepted,accept,1,11,30,3.333333333,36.66666667,noun,verb,verb,past_tense,0,0,NA,NA,mturk2,5
b,approval,accepting,accept,1,11,30,3.333333333,36.66666667,noun,verb,verb,present_participle,0,0,NA,NA,mturk2,5
b,approval,act,act,2,6,30,6.666666667,20,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,approval,action,act,2,6,30,6.666666667,20,noun,noun,noun,actions_process,0,0,NA,NA,mturk2,5
b,approval,actions,act,2,6,30,6.666666667,20,noun,noun,noun,actions_process,numbers,0,NA,NA,mturk2,5
b,approval,agree,agree,3,7,30,10,23.33333333,noun,verb,verb,0,0,0,NA,NA,mturk2,5
b,approval,agreeing,agree,2,7,30,6.666666667,23.33333333,noun,verb,verb,present_participle,0,0,NA,NA,mturk2,5
b,approval,agreement,agree,2,7,30,6.666666667,23.33333333,noun,noun,verb,actions_process,0,0,0.046,0,mturk2,5
b,approval,good,good,4,4,30,13.33333333,13.33333333,noun,adjective,adjective,0,0,0,0.013,0,mturk2,5
b,approval,official,office,3,5,30,10,16.66666667,noun,adjective,noun,characteristic,0,0,NA,NA,mturk2,5
b,approval,officially,office,1,5,30,3.333333333,16.66666667,noun,other,noun,characteristic,0,0,NA,NA,mturk2,5
b,approval,unofficial,office,1,5,30,3.333333333,16.66666667,noun,adjective,noun,not,characteristic,0,NA,NA,mturk2,5
b,approximation,close,close,9,10,60,15,16.66666667,noun,adjective,adjective,0,0,0,NA,NA,mturk,4
b,approximation,closely,close,1,10,60,1.666666667,16.66666667,noun,other,adjective,characteristic,0,0,NA,NA,mturk,4
b,approximation,estimate,estimate,11,18,60,18.33333333,30,noun,noun,noun,0,0,0,NA,NA,mturk,4
b,approximation,estimating,estimate,1,18,60,1.666666667,30,noun,verb,noun,present_participle,0,0,NA,NA,mturk,4
b,approximation,estimation,estimate,6,18,60,10,30,noun,noun,noun,actions_process,0,0,NA,NA,mturk,4
b,approximation,exact,exact,11,12,60,18.33333333,20,noun,adjective,adjective,0,0,0,NA,NA,mturk,4
b,approximation,guess,guess,18,21,60,30,35,noun,verb,verb,0,0,0,NA,NA,mturk,4
b,approximation,guessing,guess,2,21,60,3.333333333,35,noun,verb,verb,present_participle,0,0,NA,NA,mturk,4
b,approximation,guesstimate,guess,1,21,60,1.666666667,35,noun,noun,verb,characteristic,0,0,NA,NA,mturk,4
b,approximation,inexact,exact,1,12,60,1.666666667,20,noun,adjective,adjective,not,0,0,NA,NA,mturk,4
b,approximation,time,time,8,10,60,13.33333333,16.66666667,noun,noun,noun,0,0,0,NA,NA,mturk,4
b,approximation,timely,time,1,10,60,1.666666667,16.66666667,noun,adjective,noun,characteristic,0,0,NA,NA,mturk,4
